id,title,collection,volume,source_volume_url,local_text_path,original_text_link,story_dynasty,story_type_primary,story_type_secondary,female_centrality,female_perspective,female_figures,female_agency,ending_type,moral_evaluation,feminist_angles,evidence_keywords,confidence,text_char_count
lzz-v07-016,牛癀,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-016/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主|父权家族/宗法,死,低,641
lzz-v07-017,金姑夫,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-017/source.txt,未明,鬼魂/冥府,伦理/报应,关键,男性转述/旁观,无显著女性形象,低,超脱成仙,礼教惩戒,婚姻/婚配制度|父权家族/宗法|贞节规训|女性欲望与婚恋自主,鬼|魂|姑|死|嫁|妻|婿|貞|烈,高,349
lzz-v07-018,梓潼令,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-018/source.txt,未明,梦幻/异境,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,65
lzz-v07-019,鬼津,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-019/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,男性凝视与欲望投射,鬼,低,174
lzz-v07-020,仙人島,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-020/source.txt,未明,仙神/龙女,伦理/报应,边缘,女性经验可见,凡间女子|妻妾/已婚女性,低,婚恋团圆,弱评价/异闻观照,父权家族/宗法|男性凝视与欲望投射|妻妾/婢妾与阶层|婚姻/婚配制度,虐|妻|妾,高,3716
lzz-v07-021,閻羅薨,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-021/source.txt,魏晋南北朝,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,父权家族/宗法,鬼|死,低,631
lzz-v07-022,顛道人,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-022/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,婚姻/婚配制度|家庭暴力与虐待,,低,569
lzz-v07-023,胡四娘,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-023/source.txt,未明,伦理/报应,术法/道术,核心,女性经验可见,妻妾/已婚女性|狐女/狐仙|巫妪/婆子,低,报应惩戒,因果报应,婚姻/婚配制度|父权家族/宗法|女性欲望与婚恋自主|妻妾/婢妾与阶层,娘|詬|妻|妾|婿|妻妾/已婚女性|狐女/狐仙|巫妪/婆子,高,1840
lzz-v07-024,僧術,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-024/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,,低,474
lzz-v07-025,祿數,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-025/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,婚姻/婚配制度,死,低,132
lzz-v07-026,柳生,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-026/source.txt,未明,妖怪/精魅,,边缘,男性转述/旁观,母亲/婆妪|婢女/侍女,中,悲剧/消散,弱评价/异闻观照,父权家族/宗法|妻妾/婢妾与阶层|婚姻/婚配制度|照护劳动/生育责任,逃|死,高,1500
lzz-v07-027,冤獄,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-027/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-027/source.txt,未明,公案/申冤,,关键,女性经验可见,妻妾/已婚女性|女鬼/冤魂,高,异闻收束,弱评价/异闻观照,婚姻/婚配制度|家庭暴力与虐待|女性欲望与婚恋自主|照护劳动/生育责任,殺|嫁|妻|妻妾/已婚女性|女鬼/冤魂,高,1404
lzz-v07-028,鬼令,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-028/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-028/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,贞节规训,鬼|死|節,中,365
lzz-v07-029,甄后,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-029/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-029/source.txt,未明,伦理/报应,仙神/龙女,边缘,女性经验可见,妻妾/已婚女性|母亲/婆妪,低,超脱成仙,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度|父权家族/宗法|男性凝视与欲望投射,死|妾,高,1285
lzz-v07-030,宦娘,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-030/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-030/source.txt,跨代/杂糅,仙神/龙女,公案/申冤,关键,女性经验可见,妻妾/已婚女性|母亲/婆妪|狐女/狐仙,低,婚恋团圆,道德暧昧/同情越界,婚姻/婚配制度|妻妾/婢妾与阶层|家庭暴力与虐待|父权家族/宗法,娘|妻|妾|妻妾/已婚女性|母亲/婆妪|狐女/狐仙,高,1881
lzz-v07-031,阿繡,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-031/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-031/source.txt,未明,鬼魂/冥府,,边缘,女性经验可见,凡间女子|妻妾/已婚女性,中,异闻收束,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|女性欲望与婚恋自主|妻妾/婢妾与阶层,鬼|魂|妻|妾|婿,高,2512
lzz-v07-032,楊疤眼,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-032/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-032/source.txt,未明,狐魅叙事,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,狐,低,126
lzz-v07-033,小翠,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-033/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-033/source.txt,未明,公案/申冤,妖怪/精魅,边缘,女性经验可见,凡间女子|妻妾/已婚女性|母亲/婆妪|婢女/侍女,高,报应惩戒,因果报应,父权家族/宗法|婚姻/婚配制度|女性欲望与婚恋自主|妻妾/婢妾与阶层,妻|妾,高,3123
lzz-v07-034,金和尚,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-034/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-034/source.txt,未明,术法/道术,,边缘,男性凝视主导,妻妾/已婚女性,中,异闻收束,礼教惩戒,父权家族/宗法|婚姻/婚配制度|家庭暴力与虐待|照护劳动/生育责任,妻,中,1299
lzz-v07-035,龍戲蛛,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-035/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-035/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度,死,低,276
lzz-v07-036,商婦,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-036/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-036/source.txt,未明,公案/申冤,,关键,男性转述/旁观,妻妾/已婚女性,低,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待,婦|縊|死,中,261
lzz-v07-037,閻羅宴,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-037/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-037/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,父权家族/宗法,,低,269
lzz-v07-038,役鬼,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-038/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-038/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,妻妾/婢妾与阶层,鬼,低,116
lzz-v07-039,細柳,聊斋志异,聊斋志异·卷7,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC07%E5%8D%B7,stories/lzz-v07-039/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v07-039/source.txt,未明,术法/道术,鬼魂/冥府,边缘,女性经验可见,妻妾/已婚女性|母亲/婆妪,低,悲剧/消散,弱评价/异闻观照,妻妾/婢妾与阶层|女性欲望与婚恋自主|婚姻/婚配制度|家庭暴力与虐待,虐|妾,高,2273
lzz-v08-001,畫馬,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-001/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-001/source.txt,魏晋南北朝,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,无明显女性主义切口,,低,351
lzz-v08-002,局詐,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-002/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-002/source.txt,未明,仙神/龙女,伦理/报应,边缘,男性凝视主导,巫妪/婆子,低,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主|贞节规训|妻妾/婢妾与阶层|家庭暴力与虐待,節|烈,高,2237
lzz-v08-003,放蝶,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-003/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-003/source.txt,未明,公案/申冤,,无,无明显女性视角,无显著女性形象,无,报应惩戒,礼教惩戒,女性互助/代际支持|家庭暴力与虐待,詬|死,中,354
lzz-v08-004,男生子,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-004/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-004/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度,妻,低,258
lzz-v08-005,鐘生,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-005/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-005/source.txt,未明,术法/道术,仙神/龙女,边缘,女性经验可见,妻妾/已婚女性,低,婚恋团圆,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|妻妾/婢妾与阶层|照护劳动/生育责任,死|嫁|妻|妾|婿,高,1918
lzz-v08-006,鬼妻,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-006/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-006/source.txt,未明,鬼魂/冥府,,关键,男性转述/旁观,妻妾/已婚女性|女鬼/冤魂,低,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|女性欲望与婚恋自主|家庭暴力与虐待|父权家族/宗法,鬼|妻|拒|逼|縊|死|妾|妻妾/已婚女性|女鬼/冤魂,高,391
lzz-v08-007,黃將軍,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-007/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-007/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,96
lzz-v08-008,三朝元老,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-008/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-008/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法,死,低,208
lzz-v08-009,醫術,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-009/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-009/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法,逃|死,低,678
lzz-v08-010,藏蝨,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-010/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-010/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,98
lzz-v08-011,夢狼,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-011/source.txt,魏晋南北朝,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度|家庭暴力与虐待|女性欲望与婚恋自主,妻,中,1558
lzz-v08-012,夜明,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-012/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,无明显女性主义切口,,低,113
lzz-v08-013,夏雪,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-013/source.txt,清,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,礼教惩戒,婚姻/婚配制度|父权家族/宗法,死|妻,中,429
lzz-v08-014,化男,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-014/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度,救|死,中,90
lzz-v08-015,禽俠,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-015/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,女性复仇/申冤|父权家族/宗法,報仇|死,中,434
lzz-v08-016,鴻,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-016/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,148
lzz-v08-017,象,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-017/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,无明显女性主义切口,逃,低,253
lzz-v08-018,負尸,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-018/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,婚姻/婚配制度|家庭暴力与虐待,,低,156
lzz-v08-019,紫花和尚,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-019/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,妻妾/婢妾与阶层|婚姻/婚配制度|贞节规训,死|妾|節,中,266
lzz-v08-020,周克昌,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-020/source.txt,未明,伦理/报应,,边缘,男性凝视主导,妻妾/已婚女性,中,悲剧/消散,礼教惩戒,婚姻/婚配制度|女性欲望与婚恋自主|父权家族/宗法|男性凝视与欲望投射,死|妻,中,550
lzz-v08-021,嫦娥,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-021/source.txt,未明,仙神/龙女,,核心,女性主体表达较强,妻妾/已婚女性|母亲/婆妪|婢女/侍女|神女/仙女/龙女|巫妪/婆子,中,超脱成仙,弱评价/异闻观照,父权家族/宗法|妻妾/婢妾与阶层|家庭暴力与虐待|女性欲望与婚恋自主,刃|死|妻妾/已婚女性|母亲/婆妪|婢女/侍女|神女/仙女/龙女|巫妪/婆子,高,3618
lzz-v08-022,鞠樂如,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-022/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|家庭暴力与虐待|父权家族/宗法,死|妻,中,64
lzz-v08-023,褚生,聊斋志异,聊斋志异·卷8,https://zh.wikisource.org/zh-hans/%E8%81%8A%E9%BD%8B%E5%BF%97%E7%95%B0/%E7%AC%AC08%E5%8D%B7,stories/lzz-v08-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/lzz-v08-023/source.txt,未明,伦理/报应,鬼魂/冥府,边缘,男性转述/旁观,妻妾/已婚女性,低,报应惩戒,因果报应,父权家族/宗法|女性欲望与婚恋自主|婚姻/婚配制度,妻,中,1679
